RegionType,RegionName,City,State,Metro,SizeRank,MarketHealthIndex,SellForGain,PrevForeclosed,ForeclosureRatio,ZHVI,MoM,YoY,ForecastYoYPctChange,StockOfREOs,NegativeEquity,Delinquency,DaysOnMarket
City,Walpole,Walpole,NH,"Keene, NH",7387,2.92206607045081,50,,,226800,-0.0440722785368,9.9369849733398,,,0.081742483151892,0.029073685044988,86
City,Cranbury Township,Cranbury Township,NJ,"New York, NY",7388,6.77860923526191,100,,,678400,1.10283159463487,6.61637592330662,0.020766509433962,,0.079185520361991,0.095238095238095,106
City,Manhasset Hills,Manhasset Hills,NY,"New York, NY",7389,3.48877532396423,100,,,894300,-0.500667556742323,4.4376970687843,0.023836520183384,,,,130
City,Town of Canajoharie,Town of Canajoharie,NY,"Amsterdam, NY",7390,0.010038328162073,,,,77900,0,-3.10945273631841,,,0.215625,0.08695652173913,103
City,Granby,Granby,MO,"Joplin, MO",7392,7.79704325606863,,,,70600,0.42674253200569,10.1404056162246,0.050070821529745,,0.24025974025974,0.054054054054054,99
City,Shady Spring,Shady Spring,WV,"Beckley, WV",7394,1.10421609782807,,,,115000,-0.519031141868512,-2.78951817413356,,,0.091139240506329,0.027777777777778,91
City,Bon Aqua,Bon Aqua,TN,"Nashville, TN",7396,9.08012411023909,,,,141500,0.999286224125625,20.0169635284139,0.046855123674912,,0.115961800818554,0.023529411764706,60
City,Town of Wiscasset,Town of Wiscasset,ME,,7397,5,,,,170200,0,4.99691548426897,,,0.104056437389771,0.050847457627119,195
City,Pine Island,Pine Island,MN,"Red Wing, MN",7398,6.43365577660157,,,,217400,0.092081031307551,5.22749273959342,,,0.053012048192771,0,71
City,Ivins,Ivins,UT,"St. George, UT",7399,6.7457565249133,,,,246800,0.32520325203252,3.95956192080876,0.014242301458671,,0.081839438815277,0,78
City,Seaside,Seaside,OR,"Astoria, OR",7400,8.45318488775324,100,3.8462,,283300,3.01818181818182,12.0648734177215,,,0.095238095238095,0.015151515151515,87
City,Ashville,Ashville,AL,"Birmingham, AL",7401,4.32378171199124,,,,144400,1.04968509447166,-3.2171581769437,0.0201108033241,,0.073005093378608,0.023255813953488,88
City,Douglass Hills,Douglass Hills,KY,"Louisville/Jefferson County, KY",7402,6.15623288921336,66.67,,,249400,1.09444669639238,8.62369337979094,0.031800320769848,,,,63
City,Grover,Grover,NC,"Shelby, NC",7403,6.45555758350064,,,,102300,1.5888778550149,12.9139072847682,,,0.097493036211699,0.057142857142857,90
City,Meadow Vista,Meadow Vista,CA,"Sacramento, CA",7404,4.26993977003103,50,,,469300,-0.12768674185997,3.39281780127781,0.043385893884509,,0.034433285509326,0.041666666666667,55
City,Bailey,Bailey,CO,"Denver, CO",7405,8.246942872787,100,2.0833,,316500,0.221659278024066,8.46470185058259,0.031592417061611,,0.044647967945049,0,58
City,Lodi,Lodi,OH,"Cleveland, OH",7406,2.50410658879358,,,,144000,-0.13869625520111,4.65116279069767,0.029048611111111,,0.050408719346049,0.054054054054054,68
City,Town of Wilton,Town of Wilton,NH,"Manchester, NH",7407,6.01387114436941,,,,236300,-0.042301184433164,5.96412556053812,0.036593313584427,,0.063414634146342,0.025641025641026,64
City,Battlefield,Battlefield,MO,"Springfield, MO",7408,2.42562511407191,,,,136800,0.146412884333821,-2.56410256410256,0.026944444444444,,0.10602593440122,0.007194244604317,65
City,Erwin,Erwin,NC,"Dunn, NC",7410,9.34842124475269,100,,,91600,2.46085011185682,11.030303030303,,,0.095011876484561,0,89
City,Coopertown,Coopertown,TN,"Nashville, TN",7412,0.10494615805804,0,,,217100,0.092208390963578,4.32484382508409,0.017134960847536,,,,60.5
City,Cadott,Cadott,WI,"Eau Claire, WI",7413,5.2682971345136,,,,159300,-1.36222910216718,7.34501347708895,0.035750156936598,,0.093886462882096,0.023255813953488,76
City,Clinton Township,Clinton Township,PA,"Williamsport, PA",7416,1.94652308815477,,,,151000,-0.4614370468029,1.88933873144399,0.01946357615894,,0.078260869565217,0.044444444444444,91
City,Hamilton,Hamilton,VA,"Washington, VA",7417,7.67019529111152,100,,,487900,0.102585145670907,3.28111769686706,0.024425087108014,,0.057356608478803,0,62
City,Rutledge,Rutledge,TN,"Knoxville, TN",7418,7.02682971345136,100,,,119900,0.08347245409015,15.8454106280193,0.053102585487907,,0.124600638977636,0.025641025641026,74
City,East China,East China,MI,"Detroit, MI",7420,3.14017156415404,,,,171100,-0.407450523864959,4.8406862745098,0.034547048509644,,0.061471861471862,0.042253521126761,72
City,Oley,Oley,PA,"Reading, PA",7421,6.43639350246395,100,,,197700,0.355329949238579,5.60897435897436,0.026884167931209,,0.055555555555556,0.027027027027027,84
City,Lake Erie Beach,Lake Erie Beach,NY,"Buffalo, NY",7422,6.79503559043621,,,,115600,-0.086430423509075,8.64661654135338,0.056107266435986,,0.039772727272727,0.102040816326531,83
City,Town of Darien,Town of Darien,WI,"Whitewater, WI",7423,8.59280890673481,100,,7.7519,168200,1.32530120481928,10.3674540682415,,,0.066157760814249,0.038461538461539,93.5
City,Pennsburg,Pennsburg,PA,"Philadelphia, PA",7424,2.69665997444789,0,,,204200,1.13917781079742,5.63890325918262,0.016704211557297,,,,83
City,Damascus,Damascus,PA,,7425,5.71728417594452,,,,171700,0.526932084309134,6.57976412166356,,,0.13749751232632,0.039421547833852,131.5
City,Saint Paris,Saint Paris,OH,"Urbana, OH",7426,2.03413031575105,,,,123500,0.40650406504065,5.82690659811482,,,0.109923664122137,0.041666666666667,66
City,Sherman,Sherman,CT,"Stamford, CT",7427,5.57218470523818,,,,430800,0.536756126021004,1.91625266146203,0.014542711234912,,0.07,0.020408163265306,104
City,Paulina,Paulina,LA,"New Orleans, LA",7429,4.1741193648476,,,,191200,-0.260824204486176,11.6822429906542,,,0.119540229885057,0.057692307692308,80
City,Leslie,Leslie,MI,"Lansing, MI",7430,4.92425625114072,,,,135300,0.222222222222222,2.88973384030418,0.03069475240207,,0.085549132947977,0,72
City,Conoy,Conoy,PA,"Lancaster, PA",7432,2.60631502098923,100,,,192200,0.052056220718376,3.33333333333333,0.027018730489074,,0.0633608815427,0.130434782608696,75
City,Pauline,Pauline,SC,"Spartanburg, SC",7433,5.29384924256251,100,,,146700,-0.068119891008174,5.76784426820476,0.037702794819359,,0.088471849865952,0.060606060606061,80
City,Hagerstown,Hagerstown,IN,"Richmond, IN",7435,3.0187990509217,,,,85800,-0.232558139534884,0.468384074941452,,,0.173584905660377,0,141
City,Linwood,Linwood,MI,"Bay City, MI",7436,1.082314290929,,,,103200,0.096993210475267,3.0969030969031,0.017160852713178,,0.143740340030912,0.021505376344086,74
City,Lansing,Lansing,NC,,7437,7.86092352619091,,,,142900,0.070028011204482,-2.7891156462585,,,0.057591623036649,0,152
City,Bellville,Bellville,OH,"Mansfield, OH",7438,5.02372695747399,100,,4.3547,135900,0.369276218611521,3.97857689364958,0.036203090507726,,0.092369477911647,0.054347826086957,69
City,North Plains,North Plains,OR,"Portland, OR",7439,9.1576930096733,100,,,356400,0.394366197183099,7.15574263379435,0.037253086419753,,0.041463414634146,0.058823529411765,53
City,Princeton,Princeton,IL,"Ottawa, IL",7440,2.0094907829896,,,,102900,0,2.18470705064548,,,0.167029774872912,0.030434782608696,102.5
City,Boylston,Boylston,MA,"Worcester, MA",7441,6.529476181785,100,,,363800,0.552791597567717,6.71751246699912,0.03609125893348,,0.066496163682864,0.076923076923077,76
City,Memphis,Memphis,MI,"Detroit, MI",7442,6.45281985763826,50,,,178800,0,9.42472460220318,0.042220357941835,,0.070149253731343,0,72
City,Stony Point,Stony Point,NC,"Charlotte, NC",7443,9.00620551195474,100,,,132300,0.838414634146342,8,0.035109599395314,,0.067469879518072,0,77
City,Remington,Remington,VA,"Washington, VA",7444,4.48987041430918,100,,,249800,0.240770465489567,1.66870166870167,0.027477982385909,,0.111353711790393,0.03921568627451,75
City,Strasburg Township,Strasburg Township,PA,"Lancaster, PA",7445,6.48567256798686,100,,,219300,0.274348422496571,3.49221330816423,0.028860009119927,,0.048554913294798,0.047619047619048,75
City,Leetonia,Leetonia,OH,"Salem, OH",7446,9.2918415769301,,,,106700,0.470809792843691,13.8740661686233,,,0.083707025411061,0.035714285714286,106
City,Chagrin Falls,Chagrin Falls,OH,"Cleveland, OH",7449,5.18160248220478,50,,,293900,0.78875171467764,6.10108303249097,0.022334127254168,,0.060309450757347,0.026207350287047,86
City,Cameron,Cameron,WI,,7450,3.54444241649936,,,,141300,0.070821529745043,2.46555474981871,,,0.173274596182085,0.025423728813559,102
City,North Yarmouth,North Yarmouth,ME,"Portland, ME",7451,7.0423434933382,,,,337000,-0.177725118483412,7.12015257469803,0.030480712166172,,0.051746442432083,0,67
City,Keedysville,Keedysville,MD,"Hagerstown, MD",7453,3.82734075561234,80,,,251300,0.721442885771543,1.57639450282943,0.038173497811381,,0.099280575539568,0.072463768115942,98
City,Centerville,Centerville,PA,"Pittsburgh, PA",7454,3.06990326701953,100,,,91800,-0.325732899022801,2,0.029531590413943,,0.143476852185183,0.087441977167231,112.5
City,Dacono,Dacono,CO,"Greeley, CO",7455,8.2916590618726,83.33,,,240800,0.837520938023451,20.8835341365462,0.072998338870432,,0.162935323383085,0.022900763358779,53
City,Brimfield,Brimfield,MA,"Springfield, MA",7456,2.57711261179047,100,,9.6012,247500,0.243013365735115,4.60693153000845,0.026642424242424,,0.080459770114943,0.102040816326531,78
City,High Bridge,High Bridge,NJ,"New York, NY",7457,4.6422704873152,,,,257300,0.116731517509728,10.6190885640585,0.0335134084726,,0.128048780487805,0.057142857142857,108
City,Guerneville,Guerneville,CA,"Santa Rosa, CA",7458,5.18799050921701,77.78,5,,422000,0.548010483678818,8.28842699512446,0.003765402843602,,0.048672566371681,0.045454545454545,49
City,Canal Winchester,Canal Winchester,OH,"Columbus, OH",7459,6.89724402263187,100,2.6945,3.8123,196100,0.719054956343092,4.30851063829787,0.036659867414584,,,,55
City,Parker,Parker,FL,"Panama City, FL",7460,9.56652673845592,100,,,132600,0.836501901140684,3.35151987529228,0.039253393665159,,,,98
City,Goshen,Goshen,KY,"Louisville/Jefferson County, KY",7464,6.90545720021902,90,,,283200,0.035323207347227,4.69500924214418,0.033915960451977,,0.070247933884298,0,69
City,Galva,Galva,IL,"Davenport, IL",7465,2.51414491695565,,,,68700,-1.85714285714286,-10.4302477183833,0.034192139737991,,0.135204081632653,0.018867924528302,95
City,Sadsbury Township,Sadsbury Township,PA,"Philadelphia, PA",7466,4.86311370688082,100,,14.4898,208200,-0.239578342117873,0.920988851187591,0.014755043227666,,0,0,81
City,Pacolet,Pacolet,SC,"Spartanburg, SC",7467,6.49206059499909,100,,4.9554,79500,1.01651842439644,8.16326530612245,0.036503144654088,,0.110787172011662,0.078947368421053,80
City,Wenham,Wenham,MA,"Boston, MA",7468,7.21664537324329,100,,,603300,0.29925187032419,6.28964059196617,0.024830101110559,,0.036850921273032,0.045454545454546,69
City,Ulster,Ulster,NY,"Kingston, NY",7470,6.02664719839387,100,,7.1124,178500,0.790513833992095,8.05084745762712,0.030257703081233,,0.087301587301587,0.060606060606061,129
City,China Township,China Township,MI,"Detroit, MI",7471,6.89450629676948,100,,,229600,0.043572984749455,10.597302504817,0.044368466898955,,,,72
City,Oakbrook Terrace,Oakbrook Terrace,IL,"Chicago, IL",7472,3.09819310093083,50,,,262200,0.962649210627647,1.47058823529412,0.030148741418764,,,,81
City,Oakhurst,Oakhurst,NJ,"New York, NY",7474,8.23416681876255,100,,,396400,0.890811911427844,9.62389380530973,0.036314328960646,,0.058317399617591,0.098360655737705,106
City,Greenland,Greenland,NH,"Boston, MA",7475,4.25716371600657,100,,,374800,0.213903743315508,3.05196590596646,0.018431163287086,,0.050724637681159,0,69
City,Parkesburg,Parkesburg,PA,"Philadelphia, PA",7476,0.539331994889578,0,,,168800,0.178041543026706,2.05562273276904,0.016498815165877,,0.105785123966942,0.046875,81
City,Cherry Valley,Cherry Valley,IL,"Rockford, IL",7477,3.96513962401898,,,,147200,0.683994528043776,1.44727773949001,0.030754076086957,,0.137234042553191,0.007751937984496,76
City,Rimrock,Rimrock,AZ,"Prescott, AZ",7479,9.54462493155685,100,,,181600,2.07982012366498,10.6642291285801,0.025242290748899,,0.06514657980456,0.05,86
City,Athens,Athens,WI,"Wausau, WI",7480,2.22303340025552,,,,134300,-1.03168754605748,5.16836335160532,0.02216679076694,,0.052346570397112,0.03448275862069,85
City,Orleans,Orleans,MA,"Cape Cod, MA",7481,8.9505384194196,83.33,,,632700,0.604229607250755,4.45765230312036,0.041872925557136,,0.039179104477612,0,95
City,Schroeppel,Schroeppel,NY,"Syracuse, NY",7483,3.88848329987224,100,,,117100,0.428816466552316,6.16500453309157,0.025491033304868,,0.114058790266271,0.09033609364047,110.5
City,Trappe,Trappe,PA,"Philadelphia, PA",7484,0.160613250593174,60,,,251100,-0.07958615200955,0.88388911209321,0.014691358024692,,,,83
City,South Charleston,South Charleston,OH,"Springfield, OH",7485,4.49534586603395,100,,,134500,0.22354694485842,6.24012638230648,0.022810408921933,,0.097421203438395,0.029411764705882,79
City,Ramapo,Ramapo,NY,"New York, NY",7486,6.73389304617631,93.02,,0.6058,459700,0.349268718620389,7.58249473437866,0.029417011094192,,0.071816136058508,0.216932916689607,142
City,Pendleton,Pendleton,IN,"Indianapolis, IN",7489,0.799415951816025,100,,,111000,0,-3.72940156114484,0.017378378378378,,0.185061845861085,0.041131105398458,76.5
City,Del Mar,Del Mar,CA,"San Diego, CA",7490,0.53294396787735,80,,,2114500,-1.13152849862066,-1.34372229739187,0.031525183258454,,,,55
City,West Point,West Point,VA,"Richmond, VA",7491,6.24840299324694,100,,,190400,0.210526315789474,7.69230769230769,0.029306722689076,,0.105128205128205,0.024390243902439,80
City,Barnesville,Barnesville,MN,"Fargo, ND",7492,9.1905457200219,100,,,198900,0.302571860816944,13.3979475484607,0.016450477626948,,0.053604436229205,0,82
City,Town of Lake George,Town of Lake George,NY,"Glens Falls, NY",7493,1.96568716919146,,,,261500,-0.26697177726926,6.73469387755102,0.024386233269599,,0.064080944350759,0.105263157894737,112.5
City,McLoud,McLoud,OK,"Shawnee, OK",7494,3.96787734988137,,,,107300,-0.278810408921933,5.40275049115914,,,0.095121951219512,0.012820512820513,83
City,Mine Hill,Mine Hill,NJ,"New York, NY",7495,1.89450629676948,25,,7.7252,281500,0.428112736353907,6.99353857848727,0.029005328596803,,0.115776081424936,0.131868131868132,104
City,Elgin,Elgin,OK,"Lawton, OK",7496,3.09910567621829,,,,116200,-0.257510729613734,-0.343053173241852,0.042848537005163,,0.341650671785029,0.033707865168539,113
City,Town of Moravia,Town of Moravia,NY,"Auburn, NY",7497,3.14838474174119,,,,129400,-1.5220700152207,10.7876712328767,,,0.028282828282828,0.071428571428571,104
City,Bethlehem,Bethlehem,CT,"Torrington, CT",7498,2.0423434933382,50,,,293000,0.549073438572409,3.06014773126979,,,0.072953736654804,0.048780487804878,105
City,Branchville,Branchville,NJ,"New York, NY",7499,1.10786639897792,100,,12.2395,243000,0,0.788054749066777,0.021716049382716,,0.120390455531453,0.099099099099099,126
City,Brookwood,Brookwood,AL,"Tuscaloosa, AL",7500,1.1224676035773,50,,,116000,2.11267605633803,1.04529616724739,0.008465517241379,,0.288288288288288,0.03125,84
City,Pike Road,Pike Road,AL,"Montgomery, AL",7501,0.678956013871144,,,,253900,-1.05222135619641,-1.85543100115964,0.018373375344624,,0.142726400007748,0.027246484985736,103.5
City,Lake Crystal,Lake Crystal,MN,"Mankato, MN",7503,8.43310823142909,100,,,175300,0.921128382268279,4.53190220632081,0.039458071876783,,0.085324232081911,0.02,73
City,Morley,Morley,MI,"Big Rapids, MI",7505,1.98850155137799,,,,88600,0.226244343891403,7.26392251815981,,,0.156862745098039,0.03125,96
City,Oneida Township,Oneida Township,MI,"Lansing, MI",7506,1.40901624384012,66.67,,,180800,-0.55005500550055,6.22796709753232,0.042295353982301,,,,71.5
City,Cliffwood,Cliffwood,NJ,"New York, NY",7507,2.05785727322504,,,,266100,-0.150093808630394,7.55860953920776,0.032593010146562,,0.128318584070796,0.172413793103448,106
City,Lawrence,Lawrence,MI,"Kalamazoo, MI",7508,0.808541704690637,,,,110100,1.66204986149584,-7.55667506297229,0.032761126248865,,0.25,0.121212121212121,82.5
City,Union City,Union City,OH,"Greenville, OH",7509,0.164263551743019,,,,73800,-0.672947510094213,4.38472418670438,,,0.148867313915858,0.043478260869565,66.5
City,Walbridge,Walbridge,OH,"Toledo, OH",7510,0.47271399890491,,,,110500,-0.54005400540054,-2.12577502214349,0.001321266968326,,0.068690095846645,0.023255813953488,64
City,Diamond Springs,Diamond Springs,CA,"Sacramento, CA",7512,8.270669830261,100,,,282900,0.07074637424832,6.63399924613645,0.0349098621421,,0.069902912621359,0.027777777777778,71.5
City,Stanhope,Stanhope,NJ,"New York, NY",7513,0.819492608140172,100,,4.0198,212900,-0.140712945590994,2.94970986460348,0.01782527007985,,0.198266522210184,0.101092896174863,126
City,Moraine,Moraine,OH,"Dayton, OH",7514,0.693557218470524,66.67,8.3333,6.936,74300,0.54127198917456,4.94350282485876,0.025397039030956,,0.190042501517911,0.054313099041534,71
City,Fruitland,Fruitland,MD,"Salisbury, DE",7515,0.633327249498084,25,,4.7204,120300,0.585284280936455,3.79637618636756,0.023707398171239,,0.268006700167504,0.05,98
City,Stanwood,Stanwood,MI,"Big Rapids, MI",7518,0.628764373060777,87.5,,,134200,-0.518902891030393,0.074571215510813,,,0.104625550660793,0.031578947368421,119
City,Town of Essex,Town of Essex,MA,"Boston, MA",7519,5.52199306442782,100,,,512000,-0.25326319890902,2.64635124298316,0.02690625,,0.045929018789144,0.045454545454546,69
City,West Salem Township,West Salem Township,PA,"Youngstown, OH",7521,6.62529658696842,100,,,108400,-1.63339382940109,14.9522799575822,0.020719557195572,,0.2,0,103
City,Manchester,Manchester,PA,"York, PA",7523,2.2704873152035,100,,,146500,0.136705399863295,3.0239099859353,0.021849829351536,,0.068904593639576,0.102564102564103,80
City,New River,New River,AZ,"Phoenix, AZ",7524,7.88282533308998,100,9.3357,,357900,1.0446075663467,6.01303317535545,0.025792120704107,,0.087640449438202,0.017094017094017,113
City,Town of Galway,Town of Galway,NY,"Albany, NY",7526,1.43000547545172,,,,217100,0.882899628252788,1.5910154422087,0.012303086135421,,0.048969072164949,0.157894736842105,85
City,Town of Belgium,Town of Belgium,WI,"Milwaukee, WI",7531,9.18872056944698,100,,,213500,0.707547169811321,5.17241379310345,0.029381733021077,,0.04040404040404,0,69
City,La Verkin,La Verkin,UT,"St. George, UT",7532,2.74320131410841,,,,184700,-0.054112554112554,4.82406356413167,0.014731997834326,,0.100401606425703,0.04,78
City,Centerville,Centerville,TN,"Nashville, TN",7535,7.46030297499544,,,,110100,1.10192837465565,11.6632860040568,0.038065395095368,,0.127007299270073,0.045977011494253,60
City,Gregory,Gregory,MI,"Detroit, MI",7536,8.08267932104399,100,,,215700,0.372266170311773,7.52741774675972,0.036300417246175,,0.051524710830705,0,67.5
City,Rixeyville,Rixeyville,VA,"Washington, VA",7537,5.48731520350429,,,,286900,-0.139227288548556,5.5167340934167,0.029222725688393,,0.061657032755299,0.03125,82
City,Winfield Township,Winfield Township,PA,"Pittsburgh, PA",7539,6.63807264099288,,,,187700,0.751476113794954,5.2720134604599,0.025652637187001,,0.056818181818182,0.15,86.5
City,Middletown,Middletown,VA,"Winchester, VA",7540,7.36630772038693,50,,,244500,0.204918032786885,3.51397121083827,0.052310838445808,,0.075757575757576,0,77
City,Santee,Santee,SC,"Orangeburg, SC",7541,1.51670012776054,75,,,117300,1.47058823529412,-2.08681135225376,,,0.167400881057269,0.105263157894737,161.5
City,Town of Nassau,Town of Nassau,NY,"Albany, NY",7542,1.09144004380361,,,,166100,0.727713765918739,4.53115166771554,0.013503913305238,,0.098733292737369,0.06601181161544,86.5
City,Rockwell,Rockwell,NC,"Charlotte, NC",7543,6.17630954553751,75,,5.6962,146000,0.828729281767956,7.35294117647059,0.038068493150685,,0.061764705882353,0.079365079365079,92
City,Brooklet,Brooklet,GA,"Statesboro, GA",7544,4.564701587881,100,,,154000,0.260416666666667,5.98761183757743,,,0.148479427549195,0.024096385542169,80
City,Grayson Valley,Grayson Valley,AL,"Birmingham, AL",7545,2.50319401350611,100,,12.6821,101100,0.397219463753724,-2.22437137330754,0.037507418397626,,,,80
City,Bangor,Bangor,MI,"Kalamazoo, MI",7547,0.994707063332725,50,,,81100,1.24843945068664,0.495662949194548,0.023822441430333,,,,82.5
City,Bourg,Bourg,LA,"Houma, LA",7549,2.0140536594269,,,,166000,0.362756952841596,-1.42517814726841,0.016921686746988,,0.108864696734059,0.071428571428571,131
City,Lascassas,Lascassas,TN,"Nashville, TN",7550,9.50264646833364,,,,218700,0.413223140495868,11.2977099236641,0.03864654778235,,0.037190082644628,0,54
City,Riverwoods,Riverwoods,IL,"Chicago, IL",7551,0.329439678773499,80,,,657000,0,-3.49588719153937,-0.000563165905632,,,,93
City,Stanton,Stanton,MI,"Grand Rapids, MI",7553,5.08030662529659,,,,92000,0.987925356750823,3.02351623740202,0.035032608695652,,0.138187221396731,0,75.5
City,Pocola,Pocola,OK,"Fort Smith, AR",7554,3.99342945793028,,,,83600,0,6.22617534942821,0.033026315789474,,0.151006711409396,0.111111111111111,143
City,Penn Township,Penn Township,PA,"Harrisburg, PA",7555,3.05712721299507,100,,,146900,0,2.72727272727273,0.027256637168142,,0.108545034642032,0.028368794326241,74.5
City,Zelienople,Zelienople,PA,"Pittsburgh, PA",7556,8.61197298777149,,,,211600,0.474833808167141,5.11674118231495,0.025198487712665,,0.065950920245399,0,86.5
City,Gonzales,Gonzales,CA,"Salinas, CA",7557,5.36503011498449,100,,,362800,-0.027555800496004,6.51790957134469,0.027974090407938,,0.089887640449438,0.041666666666667,71
City,Mantachie,Mantachie,MS,"Tupelo, MS",7559,6.60339478006936,,,,101700,-0.098231827111984,13.5044642857143,,,0.106060606060606,0,81
City,Byron Center,Byron Center,MI,"Grand Rapids, MI",7560,7.7176492060595,94.12,,,232600,0.301854247520483,5.29651425984608,0.030236457437661,,0.038280020975354,0,68
City,Lebanon Junction,Lebanon Junction,KY,"Louisville/Jefferson County, KY",7561,5.45902536959299,,,,132100,0.151630022744503,4.2620363062352,0.03560181680545,,0.109227871939736,0,56.5
City,Lawrenceville,Lawrenceville,NJ,"Trenton, NJ",7563,2.64829348421245,75,,,286400,0.350385423966363,2.83662477558348,0.021218575418994,,,,108
City,Emerald Lake Hills,Emerald Lake Hills,CA,"San Francisco, CA",7564,8.42854535499179,100,,,2066300,0.525419605935296,7.27895747884326,0.016879930310216,,,,42
City,Pottsgrove,Pottsgrove,PA,"Philadelphia, PA",7565,3.22047818945063,100,,6.316,215800,0.185701021355617,1.74446016030174,0.022933271547729,,,,83
City,Castalia,Castalia,OH,"Sandusky, OH",7567,4.63405730972805,100,,5.247,134300,0.373692077727952,6.58730158730159,0.015941921072226,,0.087537091988131,0.050847457627119,92
City,Madison,Madison,IL,"St. Louis, MO",7568,3.40390582223033,,,,50900,-2.67686424474187,16.2100456621005,0.068074656188605,,0.227941176470588,0.064516129032258,82
City,Grant-Valkaria,Grant-Valkaria,FL,"Melbourne, FL",7569,9.49534586603395,100,,,359500,1.18209963411202,9.57025297165498,0.037068150208623,,0.045845272206304,0.1875,73
City,Newman Lake,Newman Lake,WA,"Spokane, WA",7570,8.33546267567074,100,,,238700,0.54759898904802,9.09506398537477,0.048144113950566,,0.057934508816121,0.043478260869565,60
City,Holton,Holton,MI,"Muskegon, MI",7571,2.40554845774776,0,,,117200,-0.677966101694915,5.30098831985624,0.023754266211604,,0.066298342541437,0,72
City,Town of North Collins,Town of North Collins,NY,"Buffalo, NY",7573,9.97444789195109,,,,147200,1.23796423658872,14.0201394268009,0.048247282608696,,0.018232467491633,0,83
City,Town of Lowville,Town of Lowville,NY,,7574,5.60960029202409,100,,,114500,0.087412587412587,2.50671441360788,,,0.113414634146341,0.021505376344086,
City,Middletown,Middletown,NY,,7575,3.40664354809272,,,,158600,0.252844500632111,7.37982396750169,,,0.139069905476465,0.069080082292958,163
City,Ludowici,Ludowici,GA,"Hinesville, GA",7576,0.812192005840482,100,,,136100,-0.511695906432749,-5.15679442508711,0.023504775900074,,0.232467532467532,0.050279329608939,93
City,Yorktown,Yorktown,NY,"New York, NY",7577,0.20989231611608,86.67,,,563100,0.071085836147148,-0.389173889969927,0.01108684070325,,0.074668430150817,0.117081185973535,108
City,Marne,Marne,MI,"Grand Rapids, MI",7579,9.72987771491148,,,,205700,0.488519785051295,10.9492988133765,0.045999027710258,,0.035381750465549,0,62
City,Gaines,Gaines,MI,"Flint, MI",7580,3.4212447526921,0,,,160300,-0.062344139650873,10.4755341144039,0.045720524017467,,,,71
City,Yacolt,Yacolt,WA,"Portland, OR",7581,8.67585325789378,100,,13.0435,382000,0.764969664996043,8.43031507238149,0.033612565445026,,0.03125,0,56
City,Springfield,Springfield,NJ,"Philadelphia, PA",7582,1.529476181785,100,,,284500,-0.210452472816556,-1.52301834544825,0.002854130052724,,0.077922077922078,0.083333333333333,105
City,Fellsmere,Fellsmere,FL,"Vero Beach, FL",7583,9.83664902354444,100,,,134200,0.675168792198049,22.1110100090992,0.069530551415797,,0.073846153846154,0.041666666666667,114
City,Villa Ridge,Villa Ridge,MO,"St. Louis, MO",7585,4.50173389304618,100,,,111900,0.448833034111311,3.13364055299539,0.025156389633601,,0.126811594202899,0.00952380952381,84.5
City,Cool,Cool,CA,"Sacramento, CA",7587,8.66672750501916,100,,,367300,0.02723311546841,5.69784172661871,0.035319901987476,,0.049180327868853,0,71.5
City,Woodstown,Woodstown,NJ,"Philadelphia, PA",7588,0.613250593173937,100,,25.6259,172500,-0.461627236006924,3.04659498207885,0.020185507246377,,,,123.5
City,Rindge,Rindge,NH,"Keene, NH",7590,3.37014053659427,100,,,208900,-0.712927756653992,3.46706290242694,,,0.067173637515843,0.037735849056604,86
City,Camden,Camden,DE,"Dover, DE",7592,0.430735535681694,33.33,,7.5415,165500,-0.060386473429952,1.09957238851558,0.0217583081571,,0.137308039747064,0.05921052631579,103
City,Addison,Addison,WI,"Milwaukee, WI",7593,5.03741558678591,,,12.9199,247900,0.040355125100888,4.90901396529835,0.031770875352965,,0.042666666666667,0,67.5
City,Spirit Lake,Spirit Lake,IA,"Spirit Lake, IA",7594,9.70432560686257,,,,160500,0.375234521575985,6.22104566512244,,,0.070570570570571,0,87.5
City,Lucama,Lucama,NC,"Wilson, NC",7595,2.74137616353349,,,11.655,119200,-0.583819849874896,6.61896243291592,,,0.054852320675106,0.153846153846154,97
City,Potter Township,Potter Township,PA,"State College, PA",7597,4.95619638620186,,,,210500,-0.142314990512334,-0.941176470588235,0.008997624703088,,0.03030303030303,0,73.5
City,Belle Plaine,Belle Plaine,MN,"Minneapolis-St Paul, MN",7598,6.75214455192553,100,11.2121,2.8925,218200,0.599354541263255,6.85602350636631,0.021182401466545,,0.058744993324433,0.011363636363636,77
City,Grasonville,Grasonville,MD,"Baltimore, MD",7599,3.63478736995802,66.67,,2.2266,358800,0.87152094461625,3.22209436133487,0.030217391304348,,0.108165429480382,0.049019607843137,119
City,Belle Meade,Belle Meade,TN,"Nashville, TN",7600,2.94488045263734,100,,,1581800,0.240811153358682,1.02184186997062,-0.008624352004046,,,,58
City,Sumrall,Sumrall,MS,"Hattiesburg, MS",7601,1.93283445884285,,,,147200,0.272479564032698,2.50696378830084,0.027567934782609,,0.150076569678407,0.040816326530612,87
City,Street,Street,MD,"Baltimore, MD",7602,5.61690089432378,100,,5.9478,330100,0.732377174244736,2.61112838047871,0.02729475916389,,0.072463768115942,0.042857142857143,88
